-0.7295175,0.70757455,0.82582843,0.7527307,0.27233094,0.59699297,0.6131007,-1.2374407,-0.23726183,-0.27671492,-0.4556367,-2.0480416,-0.91015655,-0.528802,-0.66229844,-1.1184542,-2.1634524,-0.9567957,-1.2327784,-1.2805696
-0.8145654,0.65578383,0.7047848,1.116598,-0.07937089,2.0086622,0.48402724,-1.7123864,0.08662649,0.4830073,-0.1847549,-2.341279,-1.2483854,-0.90966403,-1.2454067,-1.1739817,-2.5113006,-1.1263386,-1.301043,-0.9454846
3.4102173,3.4591506,4.0887594,-3.6873221,-7.288795,4.3686366,-14.29042,-12.640782,-19.783968,-6.620034,-9.925061,9.659151,-8.648815,5.9385333,-0.93756425,-1.0625656,-8.415957,-12.048087,-12.312344,-6.4951086
-0.7156518,0.8735118,0.47915065,0.026389854,-0.3625489,-0.4600662,-0.09779383,-1.3887225,-0.14775798,1.0878339,0.41479424,-1.9725704,-1.0042369,-0.8746573,-0.75703067,-1.0051458,-2.12428,-1.173147,-1.0395815,-1.4800373
-3.9856808,3.929714,-5.7160683,3.9183073,-5.044898,1.0033283,2.800666,-0.62015057,-10.174858,-3.7260435,-3.5120263,0.91634005,7.4083014,-0.97352165,7.5295177,-0.72976804,9.882186,-5.5794353,6.4622536,-9.968475
-0.95860183,0.4774147,0.9974167,0.73786026,0.41886172,0.7176637,0.42504346,-0.9599798,0.33014035,0.38689554,-0.35185963,-2.1360984,-0.65832657,-0.7538747,-0.6210896,-1.0298138,-2.2557678,-1.2753216,-1.4545102,-1.4714344
-3.4571373,-1.4351499,4.8471203,4.3946395,4.332788,5.727748,2.591748,-0.87983215,-5.6817355,8.153187,1.5905732,-2.9136064,-6.788271,5.358251,-1.1634393,11.026562,-4.9997916,7.7408504,-5.635296,-4.5861144
-1.4424293,0.7912585,0.35032466,-0.2089424,8.430806,4.91943,-0.84304565,-1.5631427,5.323274,1.9049587,-2.35873,-2.7148101,-5.0157394,-3.1199465,9.684174,-2.7539725,-3.2759316,-1.6926239,-3.2804797,6.280802
-0.6726918,0.60791427,0.55273557,0.37712047,-0.24282052,0.3378335,0.5836632,-1.0739192,-0.316418,0.53166103,-0.31380314,-2.1952102,-0.17738664,-0.7221754,-0.8420814,-1.0220532,-2.139987,-0.91444135,-1.1190827,-1.2660276
-0.9941717,0.4977384,0.8440128,0.8234195,0.3146204,0.69046104,0.661039,-0.896897,0.91455024,1.0137095,-0.65653205,-2.3373232,0.19035149,-0.23200509,-0.49662775,-1.1292722,-2.6846588,-1.4478956,-1.6298957,-1.5664742
